County,State,B19013001,B19013001s,B23006001,B23006002,B23006003,B23006004,B23006005,B23006006,B23006007,B23006008,B23006009,B23006010,B23006011,B23006012,B23006013,B23006014,B23006015,B23006016,B23006017,B23006018,B23006019,B23006020,B23006021,B23006022,B23006023,B23006024,B23006025,B23006026,B23006027,B23006028,B23006029,B23006001s,B23006002s,B23006003s,B23006004s,B23006005s,B23006006s,B23006007s,B23006008s,B23006009s,B23006010s,B23006011s,B23006012s,B23006013s,B23006014s,B23006015s,B23006016s,B23006017s,B23006018s,B23006019s,B23006020s,B23006021s,B23006022s,B23006023s,B23006024s,B23006025s,B23006026s,B23006027s,B23006028s,B23006029s
Watauga,nc,34848,1539.393939,21528,1803,1152,0,1152,1011,141,651,4304,3444,0,3444,3126,318,860,6858,5266,0,5266,4907,359,1592,8563,7431,0,7431,7193,238,1132,120.6060606,188.4848485,147.2727273,18.18181818,147.2727273,133.9393939,49.6969697,97.57575758,249.0909091,229.0909091,18.18181818,229.0909091,206.0606061,81.81818182,120.6060606,347.8787879,313.9393939,18.18181818,313.9393939,309.6969697,83.03030303,156.969697,323.030303,296.3636364,18.18181818,296.3636364,289.0909091,56.96969697,125.4545455
Wayne,nc,41233,1056.363636,63767,10074,5940,0,5940,5055,885,4134,18285,13274,229,13045,11774,1271,5011,24827,19942,1546,18396,16599,1797,4885,10581,9054,535,8519,8143,376,1527,71.51515152,426.0606061,353.3333333,18.18181818,353.3333333,323.6363636,145.4545455,280.6060606,536.3636364,472.1212121,58.18181818,484.2424242,440,157.5757576,286.0606061,532.1212121,507.8787879,186.0606061,471.5151515,487.2727273,206.0606061,266.6666667,390.9090909,369.6969697,90.90909091,356.969697,346.0606061,81.21212121,153.3333333
Wilkes,nc,32009,984.8484848,36911,7899,4402,0,4402,3660,742,3497,12173,8455,27,8428,7270,1158,3718,11879,9139,60,9079,8218,861,2740,4960,3958,0,3958,3742,216,1002,140.6060606,415.1515152,313.3333333,18.18181818,313.3333333,260,133.3333333,256.3636364,476.969697,433.3333333,24.84848485,428.4848485,368.4848485,181.2121212,219.3939394,462.4242424,406.0606061,32.12121212,403.030303,372.1212121,120.6060606,212.1212121,329.0909091,292.1212121,18.18181818,292.1212121,283.030303,72.12121212,129.0909091
Wilson,nc,38398,824.8484848,42356,7831,4472,0,4472,3500,972,3359,13445,9809,11,9798,8674,1124,3636,13145,10506,36,10470,9560,910,2639,7935,6847,0,6847,6654,193,1088,70.3030303,328.4848485,295.7575758,18.18181818,295.7575758,252.1212121,137.5757576,228.4848485,347.8787879,316.969697,10.3030303,316.969697,332.1212121,135.1515152,258.7878788,415.7575758,367.8787879,21.81818182,367.2727273,322.4242424,123.030303,189.6969697,328.4848485,304.8484848,18.18181818,304.8484848,296.969697,67.27272727,115.7575758
Yadkin,nc,40316,1750.909091,20113,3493,2135,0,2135,1903,232,1358,7012,5373,0,5373,4887,486,1639,6857,5466,0,5466,5130,336,1391,2751,2434,0,2434,2290,144,317,91.51515152,293.9393939,223.6363636,16.36363636,223.6363636,206.6666667,69.09090909,156.969697,323.030303,285.4545455,16.36363636,285.4545455,287.2727273,109.0909091,154.5454545,287.8787879,285.4545455,16.36363636,285.4545455,289.0909091,68.48484848,158.1818182,209.0909091,204.8484848,16.36363636,204.8484848,192.1212121,69.09090909,64.24242424
Yancey,nc,38766,1855.151515,9359,1204,640,0,640,566,74,564,3502,2602,0,2602,2450,152,900,3319,2308,11,2297,2124,173,1011,1334,1112,0,1112,947,165,222,42.42424242,147.8787879,98.18181818,12.12121212,98.18181818,92.12121212,32.72727273,86.06060606,234.5454545,209.6969697,12.12121212,209.6969697,211.5151515,60.60606061,126.0606061,175.7575758,182.4242424,8.484848485,183.030303,176.3636364,52.72727273,109.0909091,167.2727273,164.8484848,12.12121212,164.8484848,144.8484848,64.84848485,43.63636364
Adams,nd,42830,2054.545455,1193,36,17,0,17,17,0,19,402,327,0,327,310,17,75,457,374,0,374,374,0,83,298,285,0,285,285,0,13,38.18181818,13.93939394,7.272727273,5.454545455,7.272727273,7.272727273,5.454545455,9.696969697,43.03030303,38.78787879,5.454545455,38.78787879,36.96969697,10.3030303,19.39393939,42.42424242,43.03030303,5.454545455,43.03030303,43.03030303,5.454545455,16.96969697,38.18181818,37.57575758,5.454545455,37.57575758,37.57575758,5.454545455,6.060606061
Barnes,nd,48317,3027.878788,5639,239,210,0,210,201,9,29,1716,1327,0,1327,1319,8,389,1898,1603,3,1600,1583,17,295,1786,1632,0,1632,1607,25,154,35.15151515,42.42424242,42.42424242,8.484848485,42.42424242,42.42424242,7.272727273,12.12121212,110.3030303,101.2121212,8.484848485,101.2121212,101.2121212,4.848484848,61.21212121,116.969697,107.2727273,3.03030303,107.8787879,104.8484848,14.54545455,52.12121212,130.3030303,123.030303,8.484848485,123.030303,120,18.78787879,37.57575758
Benson,nd,34706,1515.757576,2997,436,240,0,240,201,39,196,932,623,0,623,574,49,309,1254,1024,0,1024,966,58,230,375,351,0,351,350,1,24,4.242424242,44.84848485,36.36363636,7.272727273,36.36363636,34.54545455,16.96969697,29.6969697,47.87878788,41.81818182,7.272727273,41.81818182,40,14.54545455,26.66666667,52.12121212,47.87878788,7.272727273,47.87878788,49.09090909,14.54545455,30.90909091,38.78787879,38.78787879,7.272727273,38.78787879,38.78787879,1.212121212,7.272727273
Billings,nd,48375,3553.333333,497,32,32,0,32,32,0,0,172,157,0,157,135,22,15,163,123,0,123,123,0,40,130,120,0,120,120,0,10,44.84848485,12.12121212,12.12121212,5.454545455,12.12121212,12.12121212,5.454545455,5.454545455,29.09090909,30.3030303,5.454545455,30.3030303,32.72727273,14.54545455,6.666666667,26.06060606,23.63636364,5.454545455,23.63636364,23.63636364,5.454545455,12.72727273,21.21212121,21.21212121,5.454545455,21.21212121,21.21212121,5.454545455,4.848484848
Bottineau,nd,48289,1961.818182,3290,237,151,0,151,148,3,86,815,608,8,600,564,36,207,1424,1127,18,1109,1101,8,297,814,699,0,699,689,10,115,29.09090909,36.96969697,28.48484848,7.272727273,28.48484848,28.48484848,2.424242424,23.63636364,80.60606061,60.60606061,7.878787879,61.21212121,55.75757576,18.78787879,33.33333333,70.90909091,65.45454545,7.878787879,64.24242424,63.03030303,6.666666667,45.45454545,79.39393939,68.48484848,7.272727273,68.48484848,69.6969697,6.666666667,26.66666667
Bowman,nd,52821,1867.878788,1594,103,61,0,61,61,0,42,428,353,0,353,351,2,75,642,558,0,558,548,10,84,421,395,0,395,395,0,26,10.90909091,21.21212121,14.54545455,5.454545455,14.54545455,14.54545455,5.454545455,15.75757576,44.84848485,40.60606061,5.454545455,40.60606061,40.60606061,3.03030303,18.18181818,47.27272727,49.6969697,5.454545455,49.6969697,49.6969697,6.060606061,20.60606061,38.78787879,36.96969697,5.454545455,36.96969697,36.96969697,5.454545455,10.90909091
Burke,nd,52031,5667.878788,1066,64,35,0,35,35,0,29,372,319,0,319,317,2,53,422,352,0,352,352,0,70,208,181,1,180,180,0,27,42.42424242,20,12.72727273,5.454545455,12.72727273,12.72727273,5.454545455,13.33333333,31.51515152,29.6969697,5.454545455,29.6969697,29.6969697,3.03030303,10.90909091,38.78787879,32.12121212,5.454545455,32.12121212,32.12121212,5.454545455,18.78787879,24.84848485,23.63636364,2.424242424,23.03030303,23.03030303,5.454545455,10.90909091
Burleigh,nd,59309,1424.848485,43798,1408,920,0,920,840,80,488,9686,7951,38,7913,7738,175,1735,16992,14556,220,14336,13927,409,2436,15712,14081,68,14013,13917,96,1631,98.78787879,150.9090909,124.2424242,12.12121212,124.2424242,122.4242424,30.3030303,69.09090909,372.1212121,334.5454545,27.27272727,331.5151515,324.8484848,50.3030303,172.7272727,393.9393939,374.5454545,66.66666667,376.969697,362.4242424,75.75757576,209.0909091,427.2727273,412.7272727,30.3030303,404.8484848,400.6060606,49.6969697,141.8181818
Cass,nd,51110,906.6666667,78305,3068,2205,0,2205,1995,210,863,14308,11983,50,11933,11447,486,2325,29969,26728,166,26562,25940,622,3241,30960,28411,137,28274,27845,429,2549,83.63636364,254.5454545,231.5151515,12.12121212,231.5151515,212.7272727,76.36363636,123.030303,452.1212121,411.5151515,21.81818182,414.5454545,416.969697,82.42424242,193.3333333,592.1212121,608.4848485,60.60606061,618.7878788,601.8181818,106.6666667,230.9090909,642.4242424,611.5151515,53.33333333,607.8787879,603.6363636,84.84848485,186.6666667
Cavalier,nd,54080,2135.757576,1997,107,90,0,90,90,0,17,498,394,0,394,393,1,104,967,754,0,754,737,17,213,425,362,0,362,355,7,63,23.63636364,25.45454545,25.45454545,5.454545455,25.45454545,25.45454545,5.454545455,7.878787879,47.87878788,41.21212121,5.454545455,41.21212121,41.21212121,1.212121212,24.24242424,50.90909091,49.09090909,5.454545455,49.09090909,49.6969697,12.12121212,30.90909091,46.06060606,46.06060606,5.454545455,46.06060606,44.84848485,4.242424242,19.39393939
Dickey,nd,41934,2650.909091,2435,181,117,0,117,115,2,64,638,560,0,560,539,21,78,920,801,0,801,801,0,119,696,628,0,628,628,0,68,9.696969697,38.18181818,29.6969697,7.272727273,29.6969697,29.6969697,1.818181818,23.63636364,55.15151515,52.72727273,7.272727273,52.72727273,51.51515152,8.484848485,18.18181818,70.90909091,65.45454545,7.272727273,65.45454545,65.45454545,7.272727273,26.66666667,63.03030303,63.03030303,7.272727273,63.03030303,63.03030303,7.272727273,21.81818182
Divide,nd,51208,5039.393939,1139,19,12,0,12,12,0,7,334,280,0,280,280,0,54,479,419,0,419,414,5,60,307,290,0,290,290,0,17,40.60606061,8.484848485,6.060606061,5.454545455,6.060606061,6.060606061,5.454545455,4.848484848,41.21212121,41.81818182,5.454545455,41.81818182,41.81818182,5.454545455,17.57575758,43.63636364,45.45454545,5.454545455,45.45454545,45.45454545,4.242424242,14.54545455,39.39393939,38.18181818,5.454545455,38.18181818,38.18181818,5.454545455,7.272727273
Dunn,nd,54539,2160,1936,66,52,0,52,52,0,14,683,559,0,559,546,13,124,816,665,0,665,658,7,151,371,323,0,323,323,0,48,35.15151515,16.36363636,13.93939394,5.454545455,13.93939394,13.93939394,5.454545455,7.878787879,64.24242424,64.84848485,5.454545455,64.84848485,65.45454545,6.666666667,20.60606061,56.36363636,54.54545455,5.454545455,54.54545455,53.33333333,4.242424242,26.06060606,36.96969697,29.6969697,5.454545455,29.6969697,29.6969697,5.454545455,14.54545455
Eddy,nd,40000,4066.666667,1193,65,25,0,25,25,0,40,354,302,0,302,287,15,52,510,447,4,443,443,0,63,264,228,0,228,218,10,36,32.12121212,19.39393939,10.3030303,5.454545455,10.3030303,10.3030303,5.454545455,18.18181818,32.72727273,30.3030303,5.454545455,30.3030303,30.3030303,5.454545455,13.93939394,47.27272727,47.27272727,3.636363636,47.87878788,47.87878788,5.454545455,17.57575758,32.12121212,27.87878788,5.454545455,27.87878788,27.27272727,6.666666667,16.96969697
Emmons,nd,37304,1750.909091,1669,57,44,0,44,35,9,13,538,444,0,444,411,33,94,732,635,0,635,621,14,97,342,288,0,288,287,1,54,35.75757576,16.96969697,17.57575758,5.454545455,17.57575758,11.51515152,7.878787879,4.848484848,52.72727273,47.27272727,5.454545455,47.27272727,47.87878788,16.36363636,19.39393939,43.63636364,42.42424242,5.454545455,42.42424242,42.42424242,5.454545455,17.57575758,38.18181818,36.36363636,5.454545455,36.36363636,36.96969697,1.212121212,21.81818182
Foster,nd,49516,3670.909091,1652,68,36,0,36,36,0,32,486,398,0,398,398,0,88,695,615,0,615,613,2,80,403,356,0,356,352,4,47,21.21212121,18.78787879,13.93939394,5.454545455,13.93939394,13.93939394,5.454545455,12.72727273,37.57575758,33.93939394,5.454545455,33.93939394,33.93939394,5.454545455,25.45454545,44.84848485,44.24242424,5.454545455,44.24242424,44.24242424,2.424242424,17.57575758,47.87878788,46.66666667,5.454545455,46.66666667,46.66666667,3.636363636,16.36363636
Golden Valley,nd,35742,2160.606061,785,51,42,0,42,42,0,9,222,188,0,188,184,4,34,335,297,0,297,294,3,38,177,168,0,168,168,0,9,38.18181818,13.93939394,10.90909091,5.454545455,10.90909091,10.90909091,5.454545455,7.878787879,32.72727273,32.12121212,5.454545455,32.12121212,32.12121212,3.03030303,12.12121212,36.36363636,35.15151515,5.454545455,35.15151515,35.75757576,2.424242424,13.93939394,27.27272727,25.45454545,5.454545455,25.45454545,25.45454545,5.454545455,4.848484848
Grand Forks,nd,46392,1065.454545,31671,1435,988,0,988,904,84,447,7134,5948,62,5886,5597,289,1186,11691,10064,404,9660,9249,411,1627,11411,10203,128,10075,9949,126,1208,134.5454545,132.7272727,111.5151515,12.12121212,111.5151515,106.0606061,41.81818182,70.3030303,305.4545455,292.1212121,27.87878788,287.8787879,253.9393939,81.21212121,123.6363636,297.5757576,297.5757576,66.66666667,303.030303,315.7575758,88.48484848,141.2121212,327.8787879,307.8787879,29.6969697,305.4545455,299.3939394,44.84848485,121.8181818
Grant,nd,40968,1963.636364,1128,54,36,0,36,36,0,18,433,370,0,370,360,10,63,434,380,4,376,361,15,54,207,185,0,185,184,1,22,31.51515152,13.93939394,10.3030303,5.454545455,10.3030303,10.3030303,5.454545455,7.878787879,40,37.57575758,5.454545455,37.57575758,37.57575758,6.060606061,11.51515152,40,39.39393939,3.636363636,38.78787879,38.78787879,6.666666667,11.51515152,26.66666667,26.06060606,5.454545455,26.06060606,25.45454545,1.212121212,6.666666667
Griggs,nd,44792,3355.757576,1222,112,74,0,74,74,0,38,411,357,0,357,341,16,54,485,434,0,434,426,8,51,214,187,0,187,178,9,27,32.12121212,29.6969697,22.42424242,5.454545455,22.42424242,22.42424242,5.454545455,13.33333333,39.39393939,32.72727273,5.454545455,32.72727273,33.33333333,9.090909091,17.57575758,35.15151515,31.51515152,5.454545455,31.51515152,30.90909091,4.848484848,12.12121212,28.48484848,26.66666667,5.454545455,26.66666667,27.27272727,7.878787879,9.090909091
Hettinger,nd,45000,2357.575758,1250,37,21,0,21,19,2,16,452,361,0,361,359,2,91,507,403,0,403,395,8,104,254,212,0,212,212,0,42,35.15151515,12.12121212,7.878787879,5.454545455,7.878787879,7.878787879,2.424242424,9.090909091,32.12121212,28.48484848,5.454545455,28.48484848,27.87878788,2.424242424,23.03030303,39.39393939,36.36363636,5.454545455,36.36363636,35.75757576,3.636363636,18.18181818,27.87878788,23.63636364,5.454545455,23.63636364,23.63636364,5.454545455,11.51515152
Kidder,nd,45478,3402.424242,1270,136,119,0,119,116,3,17,367,279,0,279,263,16,88,494,437,0,437,437,0,57,273,242,0,242,242,0,31,40,22.42424242,22.42424242,5.454545455,22.42424242,21.81818182,2.424242424,6.060606061,36.36363636,32.12121212,5.454545455,32.12121212,30.3030303,7.878787879,16.36363636,46.06060606,44.24242424,5.454545455,44.24242424,44.24242424,5.454545455,11.51515152,33.93939394,32.12121212,5.454545455,32.12121212,32.12121212,5.454545455,12.12121212
LaMoure,nd,52813,1972.121212,2055,108,92,0,92,77,15,16,591,508,0,508,499,9,83,814,739,2,737,720,17,75,542,480,0,480,472,8,62,34.54545455,23.03030303,21.21212121,5.454545455,21.21212121,16.36363636,12.12121212,6.060606061,37.57575758,38.18181818,5.454545455,38.18181818,37.57575758,4.242424242,15.15151515,36.96969697,39.39393939,2.424242424,39.39393939,40,6.666666667,16.36363636,42.42424242,41.21212121,5.454545455,41.21212121,40.60606061,6.060606061,13.33333333
Logan,nd,47857,3663.030303,898,62,45,0,45,45,0,17,348,270,0,270,267,3,78,327,280,0,280,276,4,47,161,140,0,140,140,0,21,33.93939394,16.36363636,15.15151515,5.454545455,15.15151515,15.15151515,5.454545455,7.272727273,32.12121212,26.06060606,5.454545455,26.06060606,26.06060606,3.03030303,18.78787879,27.27272727,27.27272727,5.454545455,27.27272727,27.87878788,3.03030303,9.696969697,26.66666667,23.03030303,5.454545455,23.03030303,23.03030303,5.454545455,9.696969697
McHenry,nd,41763,2539.393939,2846,214,158,0,158,135,23,56,1085,859,0,859,842,17,226,1055,824,3,821,787,34,231,492,471,0,471,462,9,21,10.3030303,36.96969697,31.51515152,7.272727273,31.51515152,26.66666667,11.51515152,18.78787879,63.03030303,57.57575758,7.272727273,57.57575758,55.75757576,8.484848485,29.09090909,65.45454545,53.33333333,2.424242424,53.33333333,52.72727273,21.21212121,34.54545455,48.48484848,48.48484848,7.272727273,48.48484848,47.87878788,5.454545455,8.484848485
McIntosh,nd,36327,1681.212121,1234,91,59,0,59,45,14,32,378,298,0,298,294,4,80,428,369,4,365,362,3,59,337,292,4,288,282,6,45,13.33333333,21.21212121,16.36363636,5.454545455,16.36363636,13.33333333,9.696969697,10.3030303,31.51515152,27.87878788,5.454545455,27.87878788,27.27272727,2.424242424,13.93939394,23.63636364,24.24242424,3.636363636,24.84848485,24.84848485,2.424242424,10.3030303,26.06060606,27.27272727,3.03030303,27.87878788,27.87878788,4.848484848,10.3030303
McKenzie,nd,61893,3743.030303,3439,191,114,0,114,114,0,77,888,663,0,663,663,0,225,1597,1286,0,1286,1225,61,311,763,627,0,627,619,8,136,32.72727273,40,30.3030303,7.272727273,30.3030303,30.3030303,7.272727273,23.63636364,70.3030303,53.33333333,7.272727273,53.33333333,53.33333333,7.272727273,39.39393939,72.72727273,69.09090909,7.272727273,69.09090909,73.33333333,25.45454545,36.36363636,80.60606061,68.48484848,7.272727273,68.48484848,66.66666667,8.484848485,28.48484848
McLean,nd,54539,1561.212121,4825,157,79,0,79,76,3,78,1505,1126,0,1126,1099,27,379,2190,1699,3,1696,1636,60,491,973,809,0,809,807,2,164,27.87878788,27.27272727,15.15151515,7.272727273,15.15151515,15.15151515,2.424242424,20.60606061,70.90909091,69.6969697,7.272727273,69.6969697,69.09090909,12.72727273,40.60606061,84.24242424,72.12121212,3.636363636,72.12121212,72.12121212,15.75757576,39.39393939,61.81818182,61.81818182,7.272727273,61.81818182,61.81818182,1.212121212,24.24242424
Mercer,nd,63244,2006.666667,4795,186,97,0,97,95,2,89,1430,1063,0,1063,998,65,367,2055,1738,0,1738,1665,73,317,1124,971,2,969,952,17,153,21.21212121,41.81818182,23.03030303,7.272727273,23.03030303,23.03030303,1.818181818,32.12121212,96.96969697,75.75757576,7.272727273,75.75757576,76.36363636,23.03030303,58.18181818,96.36363636,100.6060606,7.272727273,100.6060606,103.6363636,29.6969697,52.72727273,106.6666667,100.6060606,1.818181818,100,98.18181818,16.36363636,25.45454545
Morton,nd,57988,1901.818182,14764,757,688,0,688,667,21,69,4199,3420,0,3420,3287,133,779,5699,4995,9,4986,4936,50,704,4109,3667,0,3667,3650,17,442,99.39393939,117.5757576,118.1818182,9.696969697,118.1818182,117.5757576,16.96969697,20,253.3333333,240,9.696969697,240,232.7272727,34.54545455,109.6969697,300,270.9090909,6.060606061,271.5151515,270.9090909,21.81818182,99.39393939,255.1515152,241.2121212,9.696969697,241.2121212,238.7878788,15.15151515,93.93939394
Mountrail,nd,65822,3795.757576,4050,298,143,0,143,140,3,155,1100,891,0,891,876,15,209,1815,1537,0,1537,1490,47,278,837,760,0,760,758,2,77,28.48484848,52.72727273,33.93939394,7.272727273,33.93939394,33.93939394,3.636363636,38.18181818,76.36363636,71.51515152,7.272727273,71.51515152,70.3030303,7.878787879,35.15151515,75.15151515,76.36363636,7.272727273,76.36363636,76.96969697,17.57575758,37.57575758,80.60606061,79.39393939,7.272727273,79.39393939,79.39393939,1.818181818,18.18181818
Nelson,nd,43622,2790.30303,1524,69,29,0,29,29,0,40,415,315,0,315,308,7,100,658,583,3,580,560,20,75,382,320,0,320,320,0,62,19.39393939,16.36363636,11.51515152,5.454545455,11.51515152,11.51515152,5.454545455,13.93939394,39.39393939,34.54545455,5.454545455,34.54545455,33.33333333,4.848484848,21.21212121,44.24242424,47.27272727,2.424242424,47.87878788,49.09090909,13.33333333,20,40.60606061,36.36363636,5.454545455,36.36363636,36.36363636,5.454545455,15.15151515
Oliver,nd,62768,8447.272727,1006,65,34,0,34,34,0,31,317,246,0,246,241,5,71,463,388,0,388,388,0,75,161,140,0,140,132,8,21,41.81818182,15.75757576,12.72727273,5.454545455,12.72727273,12.72727273,5.454545455,12.12121212,38.78787879,35.75757576,5.454545455,35.75757576,35.15151515,3.636363636,15.75757576,44.24242424,45.45454545,5.454545455,45.45454545,45.45454545,5.454545455,19.39393939,26.66666667,24.24242424,5.454545455,24.24242424,21.81818182,6.666666667,9.696969697
Pembina,nd,50422,2211.515152,3859,223,155,0,155,150,5,68,1245,1061,4,1057,997,60,184,1459,1287,23,1264,1236,28,172,932,724,7,717,703,14,208,13.33333333,30.3030303,21.81818182,7.272727273,21.81818182,22.42424242,3.03030303,20,63.03030303,57.57575758,4.242424242,58.18181818,57.57575758,15.15151515,31.51515152,76.36363636,75.15151515,12.12121212,72.72727273,71.51515152,8.484848485,30.90909091,76.36363636,58.18181818,4.848484848,58.18181818,56.96969697,6.666666667,36.96969697
